107,Ｂ鈍感,;PALAM:快Ｂが上がりにくい
108,Ｂ敏感,;PALAM:快Ｂが上がりやすい
109,貧乳,;ABL:Ｂ感覚が上げやすい。胸関連の調教にペナルティ
110,巨乳,;ABL:Ｂ感覚が上げにくい。胸関連の調教にボーナス
111,回復早い,;体力回復量が多い
112,回復遅い,;体力回復量が少ない
113,魅力,;売却額増加
114,爆乳,;【巨乳】の上位コンパチ
115,肥満,;調教時に快楽系のPALAMが上がりにくくなる。抑鬱が上がりにくい。売却額がすごく下がる
116,絶壁,;【貧乳】の上位（下位？）コンパチ
;,,
117,治療,;助手として加わっていると全調教対象の回復量上昇。効果は累積しない
118,鼓舞,;助手の時にコマンドを実行しやすい。助手の時に調教終了後の自慰回数増加
119,超乳,;【爆乳】の上位
;,,
121,ふたなり,;オトコでなくてもSEX系調教が可能
122,オトコ,;男である
123,狂気,;売却額がかなり低下。いるだけで全調教対象の回復量減少。効果は累積する
124,動物耳,;売却額やや増加。獣姦調教の効果増。獣姦でも妊娠する
125,パイパン,;陰毛が生えない
126,人気者,;売却額増加
127,逆襲,;くれぐれも背後に気を付けてください
;,,
130,母乳体質,;噴乳する
131,幼児退行,;
132,幼稚,;子供っぽい
133,早漏,;射精が早くなる
134,心弱い,;幼児退行しやすい
135,未熟,;指を除くＶ使用コマンド困難。射精しない。妊娠しない。売却額は低いがビデオの売値が高い
136,牝犬,;獣姦コマンドの効果増大
137,ケモノ,;ガチ獣。もふもふ。先手を取りやすくなる。獣姦経験が凄いことに。雌犬取得ボーナス。未実装
;,,
140,マザコン,;【母性】か【人妻】を持っているキャラからの調教効果が高い
141,ファザコン,;【父性】を持っているキャラからの調教効果が高い
142,ロリコン,;【未熟】か【小柄体型】を持っている【オトコ】ではないキャラからの調教効果が高い
143,ショタコン,;【未熟】か【小柄体型】を持っている【オトコ】キャラからの調教効果が高い
;,,
150,自慰しない,;自慰不可
151,奉仕しない,;奉仕系コマンド不可
152,洗脳されない,;洗脳不可
;,,
153,妊娠,;子供を身ごもってる
154,育児中,;子供を育てている最中
155,母性,;子を産んだ母の愛
156,父性,;子供を持った父の愛。主人公専用能力
157,人妻,;結婚した証。欲望が上がりやすい
158,同族妊娠できない,;異種族しか孕めない身体
;性格,,
160,慈愛,
161,自信家,
162,気弱,
163,高貴,
164,冷徹,
165,村娘Ａ,;マオ専用性格、ユニーク
166,悪女,
167,ハート,;ユニーク
168,スペード,;ユニーク
169,ダイヤ,;ユニーク
170,クラブ,;ユニーク
171,村娘Ｂ,;リリィ専用性格、ユニーク
172,知的,
173,庇護者,
174,貴公子,;男子口上
;売春関係の素質（eraIm@sより流用）,,
180,娼婦,;営業に対して積極的になっている状態です
181,傾城,;最上級の娼婦になった証です。営業全般にボーナスが付きます
182,饒舌,;喋り上手です。営業の結果にプラスの影響を与えます
183,常連客,;その娼婦を気に入っている客がいる状態です。来客数や満足度にボーナス、また特殊なプレイが可能になります
184,求愛,;一部の客から求愛され、受け入れている状態です。主人に愛が付いていると得られませんし、これをもっている場合愛は付きません
185,歌姫,;コンサートを開いた際のボーナスが大きくなります
186,舞姫,;ダンスショーを開いた際のボーナスが大きくなります
187,美姫,;コンサートやダンスショーのボーナスが大きくなります(＠未実装)
188,闘姫,;ファントマネー増加
;体調不良系,,
190,V産卵,;壺ワームに産卵された状態
191,A産卵,;Aワームに産卵された状態
192,Vワーム,;壺ワームが中にいます
193,Aワーム,;Aワームが中にいます
;職業,,
200,戦士,;物理戦闘が得意な職業
201,魔術師,;魔法によって敵を一掃する火力型
202,神官,;生贄
203,盗賊,;パワーではなく技で物理戦闘を有利に進める
204,肉便器,;勇者陥落の象徴
205,騎士,;ピンチに強い
206,巫女,;火力のもう一つの形
207,忍者,;マルチスキルで真価を発揮…のはずが地味
208,弓師,;物理の強職業。魔法と組んだ方が強いけど
209,苗床,;繁殖のみを目的。次の転職まで調教はできなくなる
210,魔界将軍,;上位職
211,魔導神官,;上位職
220,コマンダー,;知能が高く、指揮適正を持つ魔物。成長が遅い
;-------------------------------------------------,,
;230- 強化素質,,
;-------------------------------------------------,,
230,淫核,;Ｃ感度アップ。Ｃ絶頂の体力と気力の減少を低減。
231,淫乳,;Ｂ感度アップ。Ｂ絶頂の体力と気力の減少を低減。
232,淫壷,;Ｖ感度アップ。Ｖ絶頂の体力と気力の減少を低減。
233,淫肛,;Ａ感度アップ。Ａ絶頂の体力と気力の減少を低減。
;-------------------------------------------------,,
;戦闘技能。効果無しなものは有利な戦闘能力を付与するか迷っているもの,,
240,戦術,;LVUP時にステータスにボーナス
241,魔術,;魔法を使用できる
242,法術,;回復魔法を使用できる。また信仰の証
243,奇襲,;先手確率UP・先手時に攻撃にボーナス
244,青肌,;魔法強化
245,悪魔翼,;先手を取りやすくなる
246,悪魔尻尾,;ダメージ強化
247,悪魔眼,;気力ダメージ
248,筋肉質,;LVUP時にステータスに若干ボーナス
249,鉄壁,;ピンチ時にステータス回復
250,呪術,;呪術系魔法を使用できる
251,忍術,;攻撃回避確率UP
252,先制,;戦闘前に追加攻撃
253,褐色肌,;魔法ダメージ軽減
254,魔の刻印,;陥落しなくても迎撃できる
255,白皙,;白い肌
256,虚弱,;HP回復量が低い
257,魔法耐性,;魔法の効力を3割弱める
258,俊足,;先手を取りやすい
259,隻眼,;ミス増加・ダメージ強化
260,額の眼,;気力ダメージ増加・気力消費増加・魔法効果増加
261,スライム,;防御力にボーナス。ぬるぬる。潤滑にボーナス
262,触手,;攻撃力にボーナス。ぐねぐね。触手経験が凄いことに。半実装
263,小人体型,;回避にボーナス？　能力にマイナス修正。ボコォ。半実装
264,角,;ダメージ強化・気力消費増加
;-------------------------------------------------,,
;270- 特殊素質,,
;-------------------------------------------------,,
271,常時発情,;PARAM:欲情と潤滑にボーナスがつく。
272,性豪,;強化素質を全部取ると取得。全体的に感度アップ。
273,処女封印,;V系コマンドを封印
274,魂縛,;悪堕ちしない。カルマが変動しない
275,火の能力者,;火炎属性付与
276,氷の能力者,;冷気属性付与
277,雷の能力者,;電撃属性付与
278,光の能力者,;気力回復付与
279,闇の能力者,;気力ダメージ付与
280,狂王の虜,;ダンジョン戦及び侵攻戦で戦意喪失しやすくなる。
281,常識改変【戦闘】,;戦闘の常識を変えます
282,冒涜者,;淫蕩の女神の狂信者
283,常識改変【日常】,;日常行う常識を変えます
;-------------------------------------------------,,
;290-境遇や肩書,,
;-------------------------------------------------,,
290,保証人,;借金が増えていきます
291,初心者,;弱い
292,魔王の影,;魔王の影から生まれた存在です。売却できません
;この辺はeraWIZから,,
300,髪の色,
301,髪の状態,
302,髪の長さ,
303,髪のカット,
304,髪のセット,
305,目,
306,瞳の色,
307,唇,
308,肉付き,
309,乳首,
310,陰毛の状態,
311,陰毛生育限界,
312,チャームポイント,
313,癖,
;eramaou追加。詳しくはLOOK.ERBの追加部分参照,,
314,種族,
315,勇者になる前の生活,
316,勇者になったきっかけ,
317,好きなもの,
318,ペニスの状態,
319,種族２,
;---------------------------------------------------------------------------------------------,,
;0 なし,,
;1 亜人 種族表示あり、動物耳など,,
;2 スライム 種族表示あり、スライム,,
;3 昆虫 種族表示あり。追加の素質どうしよう？,,
;4 植物 種族表示あり。追加の素質どうしよう？,,
;5 触手 種族表示あり、触手新設。,,
;6 妖精 種族表示あり、小人体型新設。他バリアントを参考にオナホと全身ズリを実装予定,,
;7 巨人 種族表示あり、大柄体型、筋肉質に取得ボーナス,,
;8 男魔族 種族表示なし、魔族三点セット,,
;9 女魔族 種族表示なし、魔族三点セット,,
;10 獣 種族表示あり、ケモノ新設。,,
;11 脳姦 種族表示あり、ただし表示上は触手。触手からランクアップする？,,
;12 馬 種族表示あり、ただし表示上は獣。ペニスの状態を「馬」に,,
;---------------------------------------------------------------------------------------------,,
320,家族構成,
321,元種族,;魔族化する前の種族
322,サブ種族,;Item.csvのモンスター番号(100～200)
323,父親の種族,
324,母親の種族,
;,,
325,魔界知識,;秘密ラボに出入り可能になる
326,肉芽の呪い,;助手化の際にふたなりになる
327,淫魔知識,;えっちな罠解禁
328,魔蟲知識,;一部の罠を強化
329,【造形王】,;タイムアタック実績素質
;-------------------------------------------------,,
;340- 妊娠素質,,
340,異常妊娠体質,;子宮以外でも妊娠できる身体
341,乳内妊娠,;乳房で妊娠
342,精巣妊娠,;精巣で妊娠
;-------------------------------------------------,,
;360- キャンペーン素質,,
361,滅焔の呪印,;キャンペーン1専用素質
;-------------------------------------------------,,
399,狂王,;狂王様専用性格
;-------------------------------------------------,,
;400- スキル,,
;-------------------------------------------------,,
;コマンダーパッチ追加,,
;470番台はモンスタースキル,,
470,なし,
471,粘液捕獲,
472,落とし穴捕獲,
473,蔦捕獲,
474,鎧破壊,
475,透明,
476,再生,
477,擬態,
478,迷い,
479,ブレス,
480,麻痺ガス,
481,誘惑,
482,混乱,
483,経験値吸収,
484,鎧破壊ブレス,
485,魔力吸収,
